Id,Probability,predicted_result
1,0.1270676373895596,0
2,0.0691631727295256,0
3,0.025104260344756598,0
4,0.11784472998217954,0
5,0.11892633032526395,0
6,0.050171009758767,0
7,0.027600438558128357,0
8,0.03489869015268536,0
9,0.005309833332203017,0
10,0.618525683171018,1
11,0.013765729852840218,0
12,0.044430786826255085,0
13,0.02207372634053708,0
14,0.0776363190776252,0
15,0.059360364954921245,0
16,0.02411255526919377,0
17,0.05191353361170806,0
18,0.03858724285620981,0
19,0.22876764275781986,0
20,0.1215068723737747,0
21,0.014878289552001241,0
22,0.011540692153195227,0
23,0.0074800988066777265,0
24,0.3924183213198519,0
25,0.08521483519629675,0
26,0.025728427475096675,0
27,0.11808368615935198,0
28,0.011971001917634625,0
29,0.09871249472028966,0
30,0.031542280570753305,0
31,0.12368912075601297,0
32,0.00820845486990413,0
33,0.028330022101880188,0
34,0.13624165955627784,0
35,0.32772690815363337,0
36,0.05530766408111486,0
37,0.04837943982970002,0
38,0.014007831571030938,0
39,0.013866424175910247,0
40,0.05115131565110778,0
41,0.5476280900047111,1
42,0.28191054769083723,0
43,0.11964299501048907,0
44,0.01017407435359847,0
45,0.04927620684568627,0
46,0.013800830013258433,0
47,0.007254176706771995,0
48,0.013879774441321938,0
49,0.03181378236366298,0
50,0.027923763456513394,0
51,0.061779211339880714,0
52,0.05677469331936033,0
53,0.009275606672702354,0
54,0.06496602733370073,0
55,0.02672087981429912,0
56,0.10281683115321487,0
57,0.011411157597431455,0
58,0.09607823308526621,0
59,0.1827255379662853,0
60,0.12241520273731747,0
61,0.02983636233910184,0
62,0.01125586979234514,0
63,0.02627267622316696,0
64,0.013525935718144921,0
65,0.03279598708939788,0
66,0.05490508603136609,0
67,0.017352845923932336,0
68,0.3551203366435278,0
69,0.013552117364721738,0
70,0.9238363262838641,1
71,0.020356367986733088,0
72,0.2595406832172532,0
73,0.009408213999386263,0
74,0.1722983738782219,0
75,0.01814393583156688,0
76,0.051857797277737955,0
77,0.09029388994422141,0
78,0.042679529898516304,0
79,0.03492186546041031,0
80,0.02145121530531184,0
81,0.02934506647633785,0
82,0.017890514268050297,0
83,0.07918055915562477,0
84,0.037355481809173446,0
85,0.016018356034550978,0
86,0.017926382731150672,0
87,0.16944794818266434,0
88,0.011662869525619594,0
89,0.08758216990325883,0
90,0.02427394501558241,0
91,0.143634069370312,0
92,0.025446801500591667,0
93,0.011142261090260057,0
94,0.027299907637705796,0
95,0.00481655339324581,0
96,0.1187415807535895,0
97,0.03133873450341638,0
98,0.0915372727129654,0
99,0.04064605029862,0
100,0.029906762510472713,0
101,0.1290970937256165,0
102,0.11557749401407402,0
103,0.012099342637628949,0
104,0.0968756965552036,0
105,0.052609560989752314,0
106,0.09424726102585873,0
107,0.44391464873232983,0
108,0.0359818544027535,0
109,0.013262094974570992,0
110,0.0406101234874192,0
111,0.013816869830165378,0
112,0.026759409911098125,0
113,0.034900098280366804,0
114,0.48985479043335706,0
115,0.10080484445398762,0
116,0.017166328066889305,0
117,0.005753149264759879,0
118,0.09385098408304987,0
119,0.01347353160058266,0
120,0.01884470894612729,0
121,0.012925574531000801,0
122,0.08387306424410518,0
123,0.02324843961976787,0
124,0.6470073501478214,1
125,0.009054085826095334,0
126,0.04475095605712242,0
127,0.009341294641383028,0
128,0.02653439069567561,0
129,0.011950665820748024,0
130,0.08817300731559209,0
131,0.05061620863479685,0
132,0.11821264886145046,0
133,0.014651416323126344,0
134,0.0925732573029721,0
135,0.1268547179733506,0
136,0.04685511915510734,0
137,0.13770637431715688,0
138,0.037440636812669646,0
139,0.012520792494418037,0
140,0.016810861097037232,0
141,0.017253452492033524,0
142,0.02928407424402482,0
143,0.013150715073632309,0
144,0.024324739382338544,0
145,0.358064259812076,0
146,0.02490171546086369,0
147,0.01307820039196544,0
148,0.09516772762334197,0
149,0.026412572248383337,0
150,0.06360833098491443,0
151,0.013229472071902795,0
152,0.014855453728238372,0
153,0.014087868950691192,0
154,0.019631338440551083,0
155,0.022191490492522527,0
156,0.01530441798095138,0
157,0.09082457422888116,0
158,0.0059651303815148144,0
159,0.18301599952613926,0
160,0.02477980659897379,0
161,0.009776990420644562,0
162,0.015395066646722858,0
163,0.024032986474677265,0
164,0.10373536580818363,0
165,0.01763236309463236,0
166,0.0406102721897567,0
167,0.6686167419759464,1
168,0.03257257497867496,0
169,0.2217368285279543,0
170,0.018758431753233287,0
171,0.012836449075616896,0
172,0.014606160968282675,0
173,0.022712661124704957,0
174,0.08497261657169494,0
175,0.025594816480711026,0
176,0.324952759150039,0
177,0.02956460197940573,0
178,0.19146954154981066,0
179,0.012684924584056824,0
180,0.01773481381657469,0
181,0.03645781604638021,0
182,0.009911256522740795,0
183,0.02787798100763557,0
184,0.023882857777357307,0
185,0.12622303454922898,0
186,0.018618425627634064,0
187,0.02738600410780734,0
188,0.05137036966128947,0
189,0.05644264218865479,0
190,0.02855698159952339,0
191,0.03659935906303099,0
192,0.05330776306444824,0
193,0.015399437615673531,0
194,0.18862305137480853,0
195,0.00979284569915796,0
196,0.05018466608819041,0
197,0.017938193796808458,0
198,0.015389647082311027,0
199,0.014900446208962642,0
200,0.03567714219518782,0
201,0.06591264700771353,0
202,0.05257510374625657,0
203,0.38813762946588254,0
204,0.06828864073754742,0
205,0.025810644318497486,0
206,0.010366176179499817,0
207,0.011610952985602996,0
208,0.006474086979380124,0
209,0.17095320197501349,0
210,0.019047629333552633,0
211,0.17990232995233882,0
212,0.030317346521594506,0
213,0.05601042500156708,0
214,0.016381279545051766,0
215,0.025860004715613734,0
216,0.10690040394231533,0
217,0.011922082073302887,0
218,0.08548090082877789,0
219,0.019948143342591314,0
220,0.013130970802661505,0
221,0.022299736916325943,0
222,0.012293786452877839,0
223,0.029397115899043157,0
224,0.015421620459821046,0
225,0.014049713655142067,0
226,0.1255677322956763,0
227,0.02050797022423538,0
228,0.20181772575262164,0
229,0.11183003380354413,0
230,0.25047865711946005,0
231,0.18718509603496455,0
232,0.017403591103302786,0
233,0.02069947461694558,0
234,0.0180886473174899,0
235,0.0077433146160080565,0
236,0.21286849364070834,0
237,0.03206320840841497,0
238,0.017387595997977644,0
239,0.010670088314638112,0
240,0.021168966258502283,0
241,0.056056916124981454,0
242,0.043077045455361195,0
243,0.010539202890676938,0
244,0.017156037500493496,0
245,0.1912604500434828,0
246,0.027165278761275002,0
247,0.05045939822683925,0
248,0.005800130212724515,0
249,0.013821618012653625,0
250,0.29181439613118393,0
251,0.02685591888104148,0
252,0.5089096894232152,1
253,0.008169595638971409,0
254,0.14168368236465317,0
255,0.0039019989799529632,0
256,0.00798568625204683,0
257,0.049531137302094824,0
258,0.17649524966390942,0
259,0.05918097387922264,0
260,0.19409464088141862,0
261,0.01395345201527079,0
262,0.039689437637839164,0
263,0.008289214387121198,0
264,0.10028028011996351,0
265,0.14306722512681228,0
266,0.030477521598956857,0
267,0.1024280920293705,0
268,0.06892409606706448,0
269,0.2807119970365215,0
270,0.01264152047157149,0
271,0.028405743140117953,0
272,0.06575215927938195,0
273,0.013521145479967087,0
274,0.03706204589144942,0
275,0.010575928211527098,0
276,0.03698170837842796,0
277,0.020841780484184887,0
278,0.01643395598894429,0
279,0.09913755018382918,0
280,0.03909353485444353,0
281,0.6502964244295861,1
282,0.07268116407911351,0
283,0.0652509086501661,0
284,0.021672348423810234,0
285,0.029461529114193453,0
286,0.012965625813433154,0
287,0.027338133026279122,0
288,0.05734149355548627,0
289,0.1146521301408013,0
290,0.21044465543736032,0
291,0.1582623139615226,0
292,0.012874933479608386,0
293,0.05493178844406297,0
294,0.01777497233422465,0
295,0.036981809934091704,0
296,0.046963430657416434,0
297,0.020207250385591874,0
298,0.03787681778917669,0
299,0.00699954456564484,0
300,0.02403536758950127,0
301,0.11438194318636086,0
302,0.0221351443459949,0
303,0.011317452158377605,0
304,0.011739007498665945,0
305,0.3415872141005581,0
306,0.04615574442150235,0
307,0.013808393543122075,0
308,0.5705218690925277,1
309,0.31522916259910294,0
310,0.019514057224257513,0
311,0.6536655701068095,1
312,0.03501904634303498,0
313,0.2327768387148426,0
314,0.032000160681123525,0
315,0.08868569523293435,0
316,0.06819954231173089,0
317,0.28801488964795735,0
318,0.01677169771633866,0
319,0.011205897471450576,0
320,0.17554734136402228,0
321,0.3793374875207234,0
322,0.027249577228722434,0
323,0.015245001009517103,0
324,0.01248258898510712,0
325,0.061442683503796065,0
326,0.017781015309581226,0
327,0.030791994516254535,0
328,0.020962355160064575,0
329,0.03895974122247324,0
